id,ts,texto,intent,origem,arquivo_origem,is_ruido,fonte,split,is_synth_test,lado,texto_clean,texto_tokens,texto_clean2,flag_tamanho,flag_sugestao
c68e5d264584ece1,,tem blazer verde tamanho G?,buscar_produto_por_categoria,synthetic,nan,False,synthetic,train,,cliente,tem blazer verde tamanho g,"['blazer', 'verde', 'tamanho']",blazer verde tamanho,True,False
f22d03a0f26af0fc,,tem vestido preto tamanho 46?,buscar_produto_por_categoria,synthetic,nan,False,synthetic,train,,cliente,tem vestido preto tamanho 46,"['vestido', 'preto', 'tamanho']",vestido preto tamanho,True,False
1180eb3403db5fc5,,quero camisa preto 46,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero camisa preto 46,"['quero', 'camisa', 'preto']",quero camisa preto,True,False
6713a9fa18d45368,,quero saia verde M,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero saia verde m,"['quero', 'saia', 'verde']",quero saia verde,True,False
4a7ad89eb48c2ca1,,quero saia verde P,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero saia verde p,"['quero', 'saia', 'verde']",quero saia verde,True,False
cf33316679370e9e,,quero saia verde 36,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero saia verde 36,"['quero', 'saia', 'verde']",quero saia verde,True,False
9ae63e690c5de8fc,,tem camisa verde tamanho 44?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem camisa verde tamanho 44,"['camisa', 'verde', 'tamanho']",camisa verde tamanho,True,False
9af6066fa942eada,,tem blazer verde tamanho M?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem blazer verde tamanho m,"['blazer', 'verde', 'tamanho']",blazer verde tamanho,True,False
d355173c9ad051e9,,tem blazer preto tamanho 38?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem blazer preto tamanho 38,"['blazer', 'preto', 'tamanho']",blazer preto tamanho,True,False
2b32edd317ed3fe6,,tem camisa preto tamanho 38?,buscar_produto_por_categoria,synthetic,nan,False,synthetic,train,,cliente,tem camisa preto tamanho 38,"['camisa', 'preto', 'tamanho']",camisa preto tamanho,True,False
524296a4b9769afc,,quero jaqueta preto GG,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero jaqueta preto gg,"['quero', 'jaqueta', 'preto']",quero jaqueta preto,True,False
fed1112d35c56b14,,quero jaqueta verde 42,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero jaqueta verde 42,"['quero', 'jaqueta', 'verde']",quero jaqueta verde,True,False
342c9900546a663b,,quero blazer preto M,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero blazer preto m,"['quero', 'blazer', 'preto']",quero blazer preto,True,False
2dc4b2c92f32969a,,tem vestido preto tamanho G?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem vestido preto tamanho g,"['vestido', 'preto', 'tamanho']",vestido preto tamanho,True,False
886573ccb1cc4c89,,tem camisa verde tamanho M?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem camisa verde tamanho m,"['camisa', 'verde', 'tamanho']",camisa verde tamanho,True,False
7e1555a7ee4a93f1,,quero camisa preto P,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero camisa preto p,"['quero', 'camisa', 'preto']",quero camisa preto,True,False
b4ae40412a5e906d,,tem body preto tamanho 42?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem body preto tamanho 42,"['body', 'preto', 'tamanho']",body preto tamanho,True,False
92143f56cdcefcbe,,quero jaqueta preto P,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero jaqueta preto p,"['quero', 'jaqueta', 'preto']",quero jaqueta preto,True,False
d67ca0bc8971b797,,quero vestido preto 46,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero vestido preto 46,"['quero', 'vestido', 'preto']",quero vestido preto,True,False
5f479396a8e2e7d6,,quero jaqueta preto G,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero jaqueta preto g,"['quero', 'jaqueta', 'preto']",quero jaqueta preto,True,False
2e2932519664ac4b,,tem vestido verde tamanho PP?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem vestido verde tamanho pp,"['vestido', 'verde', 'tamanho']",vestido verde tamanho,True,False
6407dc4bf878ac2c,,quero jaqueta verde 46,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero jaqueta verde 46,"['quero', 'jaqueta', 'verde']",quero jaqueta verde,True,False
04703f19b5d9e1de,,quero camisa preto 42,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero camisa preto 42,"['quero', 'camisa', 'preto']",quero camisa preto,True,False
55a1c9550fbfd815,,tem saia preto tamanho 40?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem saia preto tamanho 40,"['saia', 'preto', 'tamanho']",saia preto tamanho,True,False
58bcfce210d7d9e1,,quero vestido preto PP,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero vestido preto pp,"['quero', 'vestido', 'preto']",quero vestido preto,True,False
a71a696e72076a7c,,tem blazer preto tamanho G?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem blazer preto tamanho g,"['blazer', 'preto', 'tamanho']",blazer preto tamanho,True,False
9d3f39de31e14d5d,,tem body preto tamanho GG?,buscar_produto_por_categoria,synthetic,nan,False,synthetic,train,,cliente,tem body preto tamanho gg,"['body', 'preto', 'tamanho']",body preto tamanho,True,False
4fe0db710b24fa32,,tem body preto tamanho P?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem body preto tamanho p,"['body', 'preto', 'tamanho']",body preto tamanho,True,False
f818625538b5140d,,tem saia verde tamanho GG?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem saia verde tamanho gg,"['saia', 'verde', 'tamanho']",saia verde tamanho,True,False
36c77dec54411207,,tem saia verde tamanho 46?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem saia verde tamanho 46,"['saia', 'verde', 'tamanho']",saia verde tamanho,True,False
8ddd83ecf8d39ba9,,tem camisa verde tamanho G?,buscar_produto_por_categoria,synthetic,nan,False,synthetic,train,,cliente,tem camisa verde tamanho g,"['camisa', 'verde', 'tamanho']",camisa verde tamanho,True,False
f90c61a61b6fc291,,tem vestido verde tamanho P?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem vestido verde tamanho p,"['vestido', 'verde', 'tamanho']",vestido verde tamanho,True,False
22680a691daa4a8e,,quero jaqueta preto 36,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero jaqueta preto 36,"['quero', 'jaqueta', 'preto']",quero jaqueta preto,True,False
4770cf2c38289739,,tem body preto tamanho 44?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem body preto tamanho 44,"['body', 'preto', 'tamanho']",body preto tamanho,True,False
2ce9c98de41b09d8,,quero vestido verde PP,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero vestido verde pp,"['quero', 'vestido', 'verde']",quero vestido verde,True,False
411e9a8dcd5514b6,,quero camisa verde P,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero camisa verde p,"['quero', 'camisa', 'verde']",quero camisa verde,True,False
52a5219e6c77ea7b,,quero jaqueta verde 44,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero jaqueta verde 44,"['quero', 'jaqueta', 'verde']",quero jaqueta verde,True,False
2c43436a79ad484e,,tem body preto tamanho PP?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem body preto tamanho pp,"['body', 'preto', 'tamanho']",body preto tamanho,True,False
d82dd80df5dc0383,,tem vestido verde tamanho G?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem vestido verde tamanho g,"['vestido', 'verde', 'tamanho']",vestido verde tamanho,True,False
101ab65cfdf081e5,,quero body preto M,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero body preto m,"['quero', 'body', 'preto']",quero body preto,True,False
3b4897567c18cab1,,tem camisa preto tamanho 46?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem camisa preto tamanho 46,"['camisa', 'preto', 'tamanho']",camisa preto tamanho,True,False
c38f76eed984aa0b,,tem blazer preto tamanho 36?,buscar_produto_por_categoria,synthetic,nan,False,synthetic,train,,cliente,tem blazer preto tamanho 36,"['blazer', 'preto', 'tamanho']",blazer preto tamanho,True,False
8aef8eca03fee6be,,tem saia preto tamanho 36?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem saia preto tamanho 36,"['saia', 'preto', 'tamanho']",saia preto tamanho,True,False
2f3e2d53e77ce3b7,,tem vestido preto tamanho 36?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem vestido preto tamanho 36,"['vestido', 'preto', 'tamanho']",vestido preto tamanho,True,False
06587aad0b1e864b,,quero vestido verde 40,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero vestido verde 40,"['quero', 'vestido', 'verde']",quero vestido verde,True,False
36a17b90f758712b,,quero blazer verde 46,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero blazer verde 46,"['quero', 'blazer', 'verde']",quero blazer verde,True,False
42387cfae97af4e5,,tem vestido verde tamanho 36?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem vestido verde tamanho 36,"['vestido', 'verde', 'tamanho']",vestido verde tamanho,True,False
89bad16121fcdcf3,,tem camisa verde tamanho 42?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem camisa verde tamanho 42,"['camisa', 'verde', 'tamanho']",camisa verde tamanho,True,False
b6a47a7ecac1ed84,,quero body preto 36,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero body preto 36,"['quero', 'body', 'preto']",quero body preto,True,False
206c58008c6d5ef7,,quero blazer preto 42,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero blazer preto 42,"['quero', 'blazer', 'preto']",quero blazer preto,True,False
3bfaf2b24f8aecd6,,tem body verde tamanho GG?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem body verde tamanho gg,"['body', 'verde', 'tamanho']",body verde tamanho,True,False
9cb6d2c726eb62dd,,tem saia verde tamanho PP?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem saia verde tamanho pp,"['saia', 'verde', 'tamanho']",saia verde tamanho,True,False
f13e314e0c77fb39,,tem jaqueta verde tamanho P?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem jaqueta verde tamanho p,"['jaqueta', 'verde', 'tamanho']",jaqueta verde tamanho,True,False
d6917266ff3af752,,quero saia verde G,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero saia verde g,"['quero', 'saia', 'verde']",quero saia verde,True,False
0a140bee738e38b8,,tem jaqueta preto tamanho P?,buscar_produto_por_categoria,synthetic,nan,False,synthetic,train,,cliente,tem jaqueta preto tamanho p,"['jaqueta', 'preto', 'tamanho']",jaqueta preto tamanho,True,False
3256996fdd6974e9,,tem camisa verde tamanho 46?,buscar_produto_por_categoria,synthetic,nan,False,synthetic,train,,cliente,tem camisa verde tamanho 46,"['camisa', 'verde', 'tamanho']",camisa verde tamanho,True,False
a486e3ec874cfe2d,,quero camisa verde 40,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero camisa verde 40,"['quero', 'camisa', 'verde']",quero camisa verde,True,False
fe76d268d7d18496,,quero jaqueta verde GG,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero jaqueta verde gg,"['quero', 'jaqueta', 'verde']",quero jaqueta verde,True,False
14b653d214e74371,,quero camisa preto 40,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero camisa preto 40,"['quero', 'camisa', 'preto']",quero camisa preto,True,False
f210c5ebb26f8c14,,quero camisa preto 44,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero camisa preto 44,"['quero', 'camisa', 'preto']",quero camisa preto,True,False
37759667df7894f5,,tem camisa preto tamanho G?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem camisa preto tamanho g,"['camisa', 'preto', 'tamanho']",camisa preto tamanho,True,False
4db38cf3f4da6f15,,tem saia preto tamanho M?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem saia preto tamanho m,"['saia', 'preto', 'tamanho']",saia preto tamanho,True,False
ce4027be350ff2ef,,tem jaqueta verde tamanho GG?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem jaqueta verde tamanho gg,"['jaqueta', 'verde', 'tamanho']",jaqueta verde tamanho,True,False
566449438061631d,,quero camisa preto PP,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero camisa preto pp,"['quero', 'camisa', 'preto']",quero camisa preto,True,False
df09d43dce4bd1c0,,tem jaqueta preto tamanho PP?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem jaqueta preto tamanho pp,"['jaqueta', 'preto', 'tamanho']",jaqueta preto tamanho,True,False
ea87bb1f4541b399,,quero saia preto P,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero saia preto p,"['quero', 'saia', 'preto']",quero saia preto,True,False
705a825f956759dc,,quero blazer verde 38,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero blazer verde 38,"['quero', 'blazer', 'verde']",quero blazer verde,True,False
33ce84b57e85f213,,tem vestido verde tamanho M?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem vestido verde tamanho m,"['vestido', 'verde', 'tamanho']",vestido verde tamanho,True,False
948626570d7cc641,,tem vestido preto tamanho P?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem vestido preto tamanho p,"['vestido', 'preto', 'tamanho']",vestido preto tamanho,True,False
7da916c6249b2423,,quero jaqueta verde 40,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero jaqueta verde 40,"['quero', 'jaqueta', 'verde']",quero jaqueta verde,True,False
a80e9c98446ce2d2,,quero body preto G,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero body preto g,"['quero', 'body', 'preto']",quero body preto,True,False
b45ffb6f2c1dd4cb,,quero blazer preto G,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero blazer preto g,"['quero', 'blazer', 'preto']",quero blazer preto,True,False
f9ab8a4a9979d0e6,,quero saia verde 42,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero saia verde 42,"['quero', 'saia', 'verde']",quero saia verde,True,False
102151ad44781ec4,,quero camisa verde 44,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero camisa verde 44,"['quero', 'camisa', 'verde']",quero camisa verde,True,False
eb3ad3ecf18fe54c,,quero blazer verde 40,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero blazer verde 40,"['quero', 'blazer', 'verde']",quero blazer verde,True,False
222f39062002a3bf,,tem body verde tamanho 42?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem body verde tamanho 42,"['body', 'verde', 'tamanho']",body verde tamanho,True,False
5969ff0d19283215,,tem camisa verde tamanho 36?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem camisa verde tamanho 36,"['camisa', 'verde', 'tamanho']",camisa verde tamanho,True,False
2c732e43f7cd46b3,,quero blazer verde G,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero blazer verde g,"['quero', 'blazer', 'verde']",quero blazer verde,True,False
ffaa45ed0ec6723a,,tem camisa preto tamanho M?,buscar_produto_por_categoria,synthetic,nan,False,synthetic,train,,cliente,tem camisa preto tamanho m,"['camisa', 'preto', 'tamanho']",camisa preto tamanho,True,False
57c705755ac1af0d,,quero body verde G,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero body verde g,"['quero', 'body', 'verde']",quero body verde,True,False
bb50f80b4508defc,,quero jaqueta verde 38,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero jaqueta verde 38,"['quero', 'jaqueta', 'verde']",quero jaqueta verde,True,False
e0f642cb0eed9860,,tem blazer verde tamanho PP?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem blazer verde tamanho pp,"['blazer', 'verde', 'tamanho']",blazer verde tamanho,True,False
27d91119dae9da56,,quero camisa verde PP,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero camisa verde pp,"['quero', 'camisa', 'verde']",quero camisa verde,True,False
ba328351c1ad9c44,,quero jaqueta verde M,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero jaqueta verde m,"['quero', 'jaqueta', 'verde']",quero jaqueta verde,True,False
99bc93f992f005fb,,tem jaqueta preto tamanho 42?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem jaqueta preto tamanho 42,"['jaqueta', 'preto', 'tamanho']",jaqueta preto tamanho,True,False
0d0a9ac0e3d38ad5,,quero blazer preto P,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero blazer preto p,"['quero', 'blazer', 'preto']",quero blazer preto,True,False
f6f16e1b6d8d8047,,tem jaqueta verde tamanho 38?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem jaqueta verde tamanho 38,"['jaqueta', 'verde', 'tamanho']",jaqueta verde tamanho,True,False
6605fca45360d4ec,,quero camisa preto M,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero camisa preto m,"['quero', 'camisa', 'preto']",quero camisa preto,True,False
3eb069dd4e90a2ec,,tem blazer verde tamanho 40?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem blazer verde tamanho 40,"['blazer', 'verde', 'tamanho']",blazer verde tamanho,True,False
8decd6a343d73572,,quero body preto 38,buscar_produto_por_categoria,synthetic,nan,False,synthetic,train,,cliente,quero body preto 38,"['quero', 'body', 'preto']",quero body preto,True,False
a051c8eccf7c63f6,,tem body verde tamanho 44?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem body verde tamanho 44,"['body', 'verde', 'tamanho']",body verde tamanho,True,False
c8ddca6eb10c7545,,quero blazer preto 40,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero blazer preto 40,"['quero', 'blazer', 'preto']",quero blazer preto,True,False
cd08091737a7f019,,tem camisa preto tamanho 44?,buscar_produto_por_categoria,synthetic,nan,False,synthetic,train,,cliente,tem camisa preto tamanho 44,"['camisa', 'preto', 'tamanho']",camisa preto tamanho,True,False
58c310bc40f4a29b,,quero saia verde 38,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero saia verde 38,"['quero', 'saia', 'verde']",quero saia verde,True,False
542f1d3e98f4657d,,tem jaqueta preto tamanho 44?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem jaqueta preto tamanho 44,"['jaqueta', 'preto', 'tamanho']",jaqueta preto tamanho,True,False
62ed742e084c902d,,tem camisa verde tamanho 40?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem camisa verde tamanho 40,"['camisa', 'verde', 'tamanho']",camisa verde tamanho,True,False
b2de007760a59487,,tem jaqueta preto tamanho G?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem jaqueta preto tamanho g,"['jaqueta', 'preto', 'tamanho']",jaqueta preto tamanho,True,False
0e10981199192e42,,quero jaqueta verde G,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero jaqueta verde g,"['quero', 'jaqueta', 'verde']",quero jaqueta verde,True,False
a1e2c7f1fb398760,,quero blazer verde 42,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero blazer verde 42,"['quero', 'blazer', 'verde']",quero blazer verde,True,False
c49f96d706898ecb,,tem saia verde tamanho 40?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem saia verde tamanho 40,"['saia', 'verde', 'tamanho']",saia verde tamanho,True,False
9ebdb31a5b503b8f,,quero camisa verde 46,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero camisa verde 46,"['quero', 'camisa', 'verde']",quero camisa verde,True,False
8ab7f4b25cda04a6,,quero blazer verde GG,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero blazer verde gg,"['quero', 'blazer', 'verde']",quero blazer verde,True,False
effdbef1aa92a3ff,,quero body verde 40,buscar_produto_por_categoria,synthetic,nan,False,synthetic,train,,cliente,quero body verde 40,"['quero', 'body', 'verde']",quero body verde,True,False
c571b4db28215ec2,,quero body verde 38,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero body verde 38,"['quero', 'body', 'verde']",quero body verde,True,False
77cc556b8937a485,,quero vestido verde 38,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero vestido verde 38,"['quero', 'vestido', 'verde']",quero vestido verde,True,False
67c0ba00360abd31,,quero vestido preto P,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero vestido preto p,"['quero', 'vestido', 'preto']",quero vestido preto,True,False
09fe497801f88ee6,,tem saia verde tamanho 36?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem saia verde tamanho 36,"['saia', 'verde', 'tamanho']",saia verde tamanho,True,False
0df4d988a4ac5525,,tem jaqueta preto tamanho M?,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,tem jaqueta preto tamanho m,"['jaqueta', 'preto', 'tamanho']",jaqueta preto tamanho,True,False
57df3ee922242183,,quero vestido verde 46,buscar_produto_por_categoria,raw,nan,False,original,train,,cliente,quero vestido verde 46,"['quero', 'vestido', 'verde']",quero vestido verde,True,False
9feb43b2c37b6355,,na o tem um link de comunicaa a o no whatsapp,buscar_produto_por_nome,raw,nan,False,original,train,,cliente,na o tem um link de comunicaa a o no whatsapp,"['link', 'comunicaa', 'whatsapp']",link comunicaa whatsapp,False,False
807df120d6b79586,,temos o vadeo nos nossos stories de hoje com a bia usando ela de uma olhada d,buscar_produto_por_nome,raw,nan,False,original,train,,cliente,temos o vadeo nos nossos stories de hoje com a bia usando ela de uma olhada d,"['temos', 'vadeo', 'nossos', 'stories', 'usando', 'olhada']",temos vadeo nossos stories usando olhada,False,False
2c8b0203e9322149,,ahhh bom d entendi errado enta o achei que estava na serra espero que abra o tempo e fiquei um lindo final de semana,buscar_produto_por_nome,raw,nan,False,original,train,,cliente,ahhh bom d entendi errado enta o achei que estava na serra espero que abra o tempo e fiquei um lindo final de semana,"['ahhh', 'entendi', 'errado', 'enta', 'achei', 'estava', 'serra', 'espero', 'abra', 'tempo', 'fiquei', 'lindo', 'final', 'semana']",ahhh entendi errado enta achei estava serra espero abra tempo fiquei lindo final semana,False,False
c60ee0035acac254,,to de olho faz tempooo,buscar_produto_por_nome,raw,nan,False,original,train,,cliente,to de olho faz tempooo,"['olho', 'faz', 'tempooo']",olho faz tempooo,False,False
d53291755b8024ef,,nao temos cupom de desconto no momento,buscar_produto_por_nome,raw,nan,False,original,train,,cliente,nao temos cupom de desconto no momento,"['nao', 'temos', 'cupom', 'desconto', 'momento']",nao temos cupom desconto momento,False,False
74fd440ba1cdb3ea,,vcs tem desconto para primeira compra,buscar_produto_por_nome,raw,nan,False,original,train,,cliente,vcs tem desconto para primeira compra,"['vcs', 'desconto', 'primeira', 'compra']",vcs desconto primeira compra,False,False
0b17246d015db229,,sa <num> entrar no site ou aqui no nosso perfil que tem a selea a o completa,buscar_produto_por_nome,raw,nan,False,original,train,,cliente,sa num entrar no site ou aqui no nosso perfil que tem a selea a o completa,"['entrar', 'site', 'aqui', 'nosso', 'perfil', 'selea', 'completa']",entrar site aqui nosso perfil selea completa,False,False
4bedc7e1a77a868a,,tem sim a cala a,buscar_produto_por_nome,raw,nan,False,original,train,,cliente,tem sim a cala a,['cala'],cala,False,False
50294de570346951,,mas pode ficar tranquila que assim que lana armos a terceira pea a que vocaa gostou vou te mandar por aqui tudo bem na o deixe de garantir suas pea as da lounge a tempod,buscar_produto_por_nome,raw,nan,False,original,train,,cliente,mas pode ficar tranquila que assim que lana armos a terceira pea a que vocaa gostou vou te mandar por aqui tudo bem na o deixe de garantir suas pea as da lounge a tempod,"['pode', 'ficar', 'tranquila', 'assim', 'lana', 'armos', 'terceira', 'pea', 'vocaa', 'gostou', 'mandar', 'aqui', 'bem', 'deixe', 'garantir', 'pea', 'lounge', 'tempod']",pode ficar tranquila assim lana armos terceira pea vocaa gostou mandar aqui bem deixe garantir pea lounge tempod,False,False
48526ba8355eedda,,temos o video nos nossos stories de hoje com a bia usando ela de uma olhada,buscar_produto_por_nome,raw,nan,False,original,train,,cliente,temos o video nos nossos stories de hoje com a bia usando ela de uma olhada,"['temos', 'video', 'nossos', 'stories', 'usando', 'olhada']",temos video nossos stories usando olhada,False,False
c6ef7a446def0457,,nao tem mais numeracao <num>,buscar_produto_por_nome,raw,nan,False,original,train,,cliente,nao tem mais numeracao num,"['nao', 'numeracao']",nao numeracao,False,False
