texto,label_true,intent_raw,conf,gap,intent_pred
"Bom dia! Sou a Gianina Marques, mineira, mãe e autora de joias artesanais. Gostaria de deixar meu insta para vcs conhecerem minhas joias feita com carinho e totalmente exclusiva. Aguardo o retorno de vcs q tem tanto conhecimento na área. Desde já obrigada! @gianinamarques",disponibilidade,saudacao,0.7133248307201375,0.572544974526528,saudacao
Essa gladiadora!! Qual o número? Tem 37??,disponibilidade,saudacao,0.7003387999700711,0.47715759346887476,saudacao
"oi time da curadobia tudo bem? sou joana, sigo o perfil e amo! tem uma calça que vi numa propaganda, que me apaixonei, mas não encontrei no site. queria saber de onde ela é, por favor. se puderem, vocês me contam? super obrigada! bj",disponibilidade,saudacao,0.6907820921890361,0.5510571085763594,saudacao
essa gladiadora!! qual o número? tem 37??,disponibilidade,saudacao,0.6844590738746396,0.4362215090924728,saudacao
vocês tem loja física?,disponibilidade,saudacao,0.6827340058265151,0.537997989179618,saudacao
"Bom dia! Gostaria de adquirir essa calça, mas não está mais disponível. Podem me ajudar? Obrigada",disponibilidade,saudacao,0.6786007394284704,0.5359516411258537,saudacao
"oiii! tudo bem? me chamo caroline sou formada em marketing e trabalho como social media tem um tempinho, estou a procura de uma nova oportunidade no mercado de trabalho. gostaria de saber se tem um espacinho no time de vocês, vou deixar o meu número, e-mail e portfólio. caso queria marcar uma call para falarmos mais estou por aqui. cel: (11) 94443-8896 e-mail: cspereiramkt@gmail.com portfólio: https://cspereira.my.canva.site/ obrigada desde já 💖",disponibilidade,saudacao,0.6694168401708677,0.48437774607720996,saudacao
"bom dia! gostaria de adquirir essa calça, mas não está mais disponível. podem me ajudar? obrigada",disponibilidade,saudacao,0.6656458794157744,0.515794585880254,saudacao
"Oi Ana a Marcia Fonseca esta em contato com vc, ne? Vamos conversar sim, a Fernanda tem mto interesse",disponibilidade,saudacao,0.6469700586808869,0.479702219981465,saudacao
"amoooo suas rasteiras, não são da sua lj, mas poderia indicar aonde têm aquela custo benefício?",disponibilidade,saudacao,0.645710413748852,0.5322070129277711,saudacao
Oie!! Essa calça vai ter reposição na curadoria?,disponibilidade,saudacao,0.6456809678429198,0.3803338044980056,saudacao
"Amoooo suas rasteiras, não são da sua Lj, mas poderia indicar aonde têm aquela custo benefício?",disponibilidade,saudacao,0.6284973953415895,0.5216010834936378,saudacao
bia! será que a tshirt angela motta branca com uma manga bafônica vai ter amanhã? preciso dela,disponibilidade,saudacao,0.6260578174425725,0.3321012386046219,saudacao
"oiii boa tarde , me chamo talita e sou figurinista na emissora cnbc @cnbc licenciada pela @otimesbrasil , uma emissora nova que transmite jornalismo de negócios e é lider mundial no seu segmento. temos no nosso elenco grandes nomes do jornalismo incluido carol barcellos , rita wu, erica reis , christiane pelajo , zeca camargo, natalia ariade estou apenas dando um exemplo do time de peso que faz parte da emissora. as meninas são a cara da marca, elas postam , marcam o @, tem o manequim otimo e sao mega fotogênicas. podemos alinhar a produção , me ajudem rs vai ser uma parceria incrivel ! um beijo e aguardo retorno",disponibilidade,saudacao,0.6209419705994704,0.2830624363152804,saudacao
oie!! essa calça vai ter reposição na curadoria?,disponibilidade,saudacao,0.6145052198540852,0.30819263490917304,saudacao
"Oi pessoal! Tudo bem? Acredito que essa calça tenha esgotado, certo? Vai ter reposição dela? Aguardo retorno! Obrigada, Milene",disponibilidade,saudacao,0.5959951464869676,0.3560746713182421,saudacao
"Oiii! Tudo bem? Me chamo Caroline sou formada em Marketing e trabalho como Social Media tem um tempinho, estou a procura de uma nova oportunidade no mercado de trabalho. Gostaria de saber se tem um espacinho no time de vocês, vou deixar o meu número, e-mail e portfólio. Caso queria marcar uma call para falarmos mais estou por aqui. Cel: (11) 94443-8896 E-mail: cspereiramkt@gmail.com Portfólio: https://cspereira.my.canva.site/ Obrigada desde já 💖",disponibilidade,saudacao,0.592306338646234,0.3641779045155903,saudacao
A regata chiquetosa vai voltar pro estoque?,disponibilidade,saudacao,0.5731178474143808,0.3041559230742319,saudacao
a regata chiquetosa vai voltar pro estoque?,disponibilidade,saudacao,0.5363868008298163,0.2302905037520303,saudacao
Volta pro estoque?,disponibilidade,saudacao,0.5208987219841877,0.13479096502253102,saudacao
"oi ana a marcia fonseca esta em contato com vc, ne? vamos conversar sim, a fernanda tem mto interesse",disponibilidade,saudacao,0.5152705598703352,0.23875323268620158,saudacao
Vocês tem loja física?,disponibilidade,saudacao,0.5100998581490117,0.2882586231930764,saudacao
"muito obrigada, legal que sou do mesmo tamanho que ela!",duvida_tamanho,agradecimento,0.6809497106839494,0.5152518226489019,agradecimento
"Muito obrigada, legal que sou do mesmo tamanho que ela!",duvida_tamanho,agradecimento,0.6775423978866438,0.4978576303363601,agradecimento
p,duvida_tamanho,nao_entendi,0.8886146820914173,0.8351649779104926,nao_entendi
M,duvida_tamanho,nao_entendi,0.8810526275376164,0.7991972387067431,nao_entendi
Teria as medidas do 42,duvida_tamanho,nao_entendi,0.8798033233860107,0.8113684222344327,nao_entendi
P,duvida_tamanho,nao_entendi,0.8787594086944416,0.8144692372465682,nao_entendi
m,duvida_tamanho,nao_entendi,0.877353719529676,0.7886664152659975,nao_entendi
"e em outras , 42",duvida_tamanho,nao_entendi,0.8621225337445128,0.7842237382624128,nao_entendi
"E em outras , 42",duvida_tamanho,nao_entendi,0.8585725844555073,0.7718778897560937,nao_entendi
teria as medidas do 42,duvida_tamanho,nao_entendi,0.8581974460018876,0.7812607779082049,nao_entendi
a calça ficou sobrando muito atrás.,duvida_tamanho,nao_entendi,0.8545511217047652,0.8031489710977109,nao_entendi
A calça ficou sobrando muito atrás.,duvida_tamanho,nao_entendi,0.8483261533432951,0.7944407460826967,nao_entendi
e quadril ?,duvida_tamanho,nao_entendi,0.8066276056639609,0.7079565465927271,nao_entendi
Não tenho nada da Paula Ferber. A numeração é normal a forma?,duvida_tamanho,nao_entendi,0.8047923474338408,0.7153624235383839,nao_entendi
E quadril ?,duvida_tamanho,nao_entendi,0.8042518649366319,0.6886944156636228,nao_entendi
"as duas camisas, o body, a calça e o colar. eu visto p.",duvida_tamanho,nao_entendi,0.7651905932553756,0.6480236110402507,nao_entendi
"pois sou , em algumas marcas , 44",duvida_tamanho,nao_entendi,0.7540863093492627,0.6729909590004983,nao_entendi
"Pois sou , em algumas marcas , 44",duvida_tamanho,nao_entendi,0.7290405698375961,0.6475291330044229,nao_entendi
"As duas camisas, o body, a calça e o colar. Eu visto P.",duvida_tamanho,nao_entendi,0.727097518370252,0.5841827649318097,nao_entendi
a regata arrumadona m,duvida_tamanho,nao_entendi,0.6834016615065313,0.4218939332172297,nao_entendi
36 ou 38,duvida_tamanho,nao_entendi,0.6712271651732801,0.4334479511861117,nao_entendi
36 ou 38,duvida_tamanho,nao_entendi,0.6712271651732801,0.4334479511861117,nao_entendi
Ficou enorme,duvida_tamanho,nao_entendi,0.6211572364931445,0.42670196027462626,nao_entendi
não tem mais numeração 37,duvida_tamanho,nao_entendi,0.6116429928332288,0.29456557890665663,nao_entendi
Não tem mais numeração 37,duvida_tamanho,nao_entendi,0.5918548111039726,0.2523059159926582,nao_entendi
A regata arrumadona M,duvida_tamanho,nao_entendi,0.5574759607478552,0.1950539899006109,nao_entendi
vou checar as minhas medidas e volto com vcs,duvida_tamanho,nao_entendi,0.4701241826747829,0.15833913938471555,outros
Boa noite ! Haverá reposição da saia única preta no tamanho 1 ?,duvida_tamanho,saudacao,0.46382296398619455,0.23405813684052604,outros
"oi, pessoal. tudo bem? estou com dúvida sobre numeração de uma peça de vocês. aguardo retorno, obrigada! milene",duvida_tamanho,saudacao,0.46311822481999637,0.0398011936885701,outros
"olá vcs tem uma tabela de medidas para essa calça , amei e gostaria de escolher o tamanho certo visto 40 e tenho 1.05 de quadril , então não tenho certeza do p ou m poderiam me ajudar ? no aguardo grata adriana baggio",duvida_tamanho,tamanho_modelagem,0.4589182718256781,0.0519554183958299,outros
Nao sei se ficaria legal p quem esta um.pouco acima do peso,duvida_tamanho,tamanho_modelagem,0.45891420284612305,0.1471329188467076,outros
nao sei se ficaria legal p quem esta um.pouco acima do peso,duvida_tamanho,tamanho_modelagem,0.4587726682157068,0.14697037717174222,outros
Vou checar as minhas medidas e volto com Vcs,duvida_tamanho,nao_entendi,0.45857787003818173,0.1860814411207647,outros
Essa sandália calça certo ?Calço 36 .Será que preciso comprar 37 ?,duvida_tamanho,saudacao,0.45383908889963026,0.1518660385670299,outros
"Olá vcs tem uma tabela de medidas para essa calça , amei e gostaria de escolher o tamanho certo visto 40 e tenho 1.05 de quadril , então não tenho certeza do p ou m Poderiam me ajudar ? No aguardo Grata Adriana Baggio",duvida_tamanho,saudacao,0.4337015669117879,0.04830641804606495,outros
"bia, tudo bem? tenho uma festa bem legal e o traje é black and white. pensei na blusa pah, mas queria saber se o tecido fica vistoso e se você recomenda alguma calça mais festa para combinar. beijos julie",duvida_tamanho,saudacao,0.4290307317920727,0.08454160620018925,outros
ficou enorme,duvida_tamanho,nao_entendi,0.4254429122674837,0.04061521433010673,outros
"Por favor , me interessei por este macacão . Quais tamanhos e como comprar ?",duvida_tamanho,tamanho_modelagem,0.42419980006206987,0.14189944435814383,outros
não tenho nada da paula ferber. a numeração é normal a forma?,duvida_tamanho,nao_entendi,0.4140027958207757,0.14675538215292755,outros
essa sandália calça certo ?calço 36 .será que preciso comprar 37 ?,duvida_tamanho,saudacao,0.40953131564481354,0.11600978088266622,outros
"Bia, Tudo bem? Tenho uma festa bem legal e o traje é black and white. Pensei na blusa Pah, mas queria saber se o tecido fica vistoso e se você recomenda alguma calça mais festa para combinar. Beijos Julie",duvida_tamanho,saudacao,0.3923894366544691,0.00818206777741165,outros
"por favor , me interessei por este macacão . quais tamanhos e como comprar ?",duvida_tamanho,tamanho_modelagem,0.34025960938402716,0.027969391365626095,outros
Oii comprei a bico fino. O dedo fica um pouquinho de lado pra fora né? Mas super confortável,duvida_tamanho,nao_entendi,0.2918007885337506,0.08493247691082909,outros
oii comprei a bico fino. o dedo fica um pouquinho de lado pra fora né? mas super confortável,duvida_tamanho,tamanho_modelagem,0.2776366755067508,0.006890459093707446,outros
"olá, eu encontro as medidas no site?",duvida_tamanho,saudacao,0.9120752061162518,0.8768716629207121,saudacao
"Olá, eu encontro as medidas no site?",duvida_tamanho,saudacao,0.9104410876528934,0.8765699372556683,saudacao
"Olá!! Bom dia!! Sou muito fã da Bia, mas nunca comprei no Curadoria. Uma dúvida: como faço para escolher um tamanho com mais segurança? Tem uma tabela de medidas para servir de referência? Obrigada",duvida_tamanho,saudacao,0.8407500483052827,0.7625586914291098,saudacao
"Oi Bia, tudo bem? Adorei a @curadabia, (o nome ficou demais), e claro ja fui olhar as peças! Não localizei tabela de medidas! Porem, pelo tamanho das peças que vc veste o G provavelmente não vai caber em mim! Uso 46/48, a depender da confecção! Pense com carinho em fazer uma curadoria para tamanhos normais! Desejo muito sucesso nessa nova empreitada! Que Deus te abençoe! Bjos!",duvida_tamanho,saudacao,0.808018111736151,0.7140984227677513,saudacao
"oi bia, tudo bem? adorei a @curadabia, (o nome ficou demais), e claro ja fui olhar as peças! não localizei tabela de medidas! porem, pelo tamanho das peças que vc veste o g provavelmente não vai caber em mim! uso 46/48, a depender da confecção! pense com carinho em fazer uma curadoria para tamanhos normais! desejo muito sucesso nessa nova empreitada! que deus te abençoe! bjos!",duvida_tamanho,saudacao,0.7584076600289625,0.6349957439772078,saudacao
"olá!! bom dia!! sou muito fã da bia, mas nunca comprei no curadoria. uma dúvida: como faço para escolher um tamanho com mais segurança? tem uma tabela de medidas para servir de referência? obrigada",duvida_tamanho,saudacao,0.6811390058254819,0.46139529320498895,saudacao
"bom dia gostei muito de uma calça mais gostaria de ter informações dos tamanhos , se te tabela de medidas , como faço para saber , poderiam me ajudar ? no aguardo grata adriana baggio",duvida_tamanho,saudacao,0.6761121758160463,0.43800344457608353,saudacao
"olá! bom dia! roupas lindas aqui! mas não encontrei muitas opções de tamanhos maiores. é isso mesmo? tenho uma cliente que se enquadraria perfeita nesse estilo mais contemporâneo, mas é um tamanho g, gg. 44/46. poderiam me sugerir algumas opções?",duvida_tamanho,saudacao,0.648187640672231,0.3170388206776037,saudacao
"Bom Dia Gostei muito de uma calça mais gostaria de ter informações dos tamanhos , se te tabela de medidas , Como faço para saber , poderiam me Ajudar ? No aguardo Grata Adriana Baggio",duvida_tamanho,saudacao,0.6454458521414531,0.45958916793605864,saudacao
"Olá! Bom dia! Roupas lindas aqui! Mas não encontrei muitas opções de tamanhos maiores. É isso mesmo? Tenho uma cliente que se enquadraria perfeita nesse estilo mais contemporâneo, mas é um tamanho G, GG. 44/46. Poderiam me sugerir algumas opções?",duvida_tamanho,saudacao,0.6198518480670424,0.2729849453266252,saudacao
"Oi, pessoal. Tudo bem? Estou com dúvida sobre numeração de uma peça de vocês. Aguardo retorno, obrigada! Milene",duvida_tamanho,saudacao,0.5612094910115611,0.24324967878049814,saudacao
boa noite ! haverá reposição da saia única preta no tamanho 1 ?,duvida_tamanho,saudacao,0.5499847131897626,0.389964503356609,saudacao
já tentei três vezes. será que pode ser o tamanho?,duvida_tamanho,tamanho_modelagem,0.9399799506059313,0.9153963375100376,tamanho_modelagem
Já tentei três vezes. Será que pode ser o tamanho?,duvida_tamanho,tamanho_modelagem,0.9346738706438597,0.903743889883543,tamanho_modelagem
"fui olhar para comprar o tamanho 1 dessa calça, porém a largura da cintura e do quadril eh a mesma - 98",duvida_tamanho,tamanho_modelagem,0.9325048172133354,0.9167847311636664,tamanho_modelagem
"estou com duvidas sobre o tamanho da saia unica, visto 42 , mas as medidas no quadro de tamanhos parecem grandes, mas existe a informação de que o tamanho 1 corresponde ao 36….",duvida_tamanho,tamanho_modelagem,0.9318407126048166,0.9036090991228164,tamanho_modelagem
"Fui olhar para comprar o tamanho 1 dessa calça, porém a largura da cintura e do quadril eh a mesma - 98",duvida_tamanho,tamanho_modelagem,0.9307422337492337,0.914271504892812,tamanho_modelagem
gostaria de saber o tamanho da cintura dessa calça no tamanho m,duvida_tamanho,tamanho_modelagem,0.8810503585256884,0.8287120164667128,tamanho_modelagem
gostaria de saber qual a altura e medidas da bia pra entender melhor o tamanho de referência.,duvida_tamanho,tamanho_modelagem,0.8805836212407225,0.7974330470702593,tamanho_modelagem
"Estou com duvidas sobre o tamanho da saia Unica, visto 42 , mas as medidas no quadro de tamanhos parecem grandes, mas existe a informação de que o tamanho 1 corresponde ao 36….",duvida_tamanho,tamanho_modelagem,0.8781823719731126,0.8232502517814027,tamanho_modelagem
Porém na dúvida do melhor tamanho,duvida_tamanho,tamanho_modelagem,0.877673171199993,0.7738945013509438,tamanho_modelagem
Gostaria de saber o tamanho da cintura dessa calça no tamanho M,duvida_tamanho,tamanho_modelagem,0.8749422283998354,0.8318796856754247,tamanho_modelagem
porém na dúvida do melhor tamanho,duvida_tamanho,tamanho_modelagem,0.8701408119591884,0.7613186307324563,tamanho_modelagem
"bom dia. estou interessada na blusa pah, mas estou em dúvida quanto ao tamanho. minhas medidas: busto 92 cm e cintura 75 cm.",duvida_tamanho,tamanho_modelagem,0.8688571762742914,0.8037339213931155,tamanho_modelagem
"Bom dia. Estou interessada na blusa PAH, mas estou em dúvida quanto ao tamanho. Minhas medidas: busto 92 cm e cintura 75 cm.",duvida_tamanho,tamanho_modelagem,0.8684688726463884,0.812523542002137,tamanho_modelagem
Olá! Como tirar dúvidas de tamanho da peça?,duvida_tamanho,tamanho_modelagem,0.8636979037637528,0.7925458050723506,tamanho_modelagem
Gostaria de saber qual a altura e medidas da Bia pra entender melhor o tamanho de referência.,duvida_tamanho,tamanho_modelagem,0.8464975916434421,0.7989337764855817,tamanho_modelagem
qual tamanho?,duvida_tamanho,tamanho_modelagem,0.8413375456905682,0.7641933421641549,tamanho_modelagem
gostaria a camisa branca tamanho m. é possível?,duvida_tamanho,tamanho_modelagem,0.8387817025992735,0.7238630278602192,tamanho_modelagem
Qual tamanho?,duvida_tamanho,tamanho_modelagem,0.8372387160189939,0.7523607276909394,tamanho_modelagem
Gostaria a camisa branca tamanho M. É possível?,duvida_tamanho,tamanho_modelagem,0.7474318822566829,0.6060643716685014,tamanho_modelagem
olá! como tirar dúvidas de tamanho da peça?,duvida_tamanho,tamanho_modelagem,0.744256941022185,0.5674235143183398,tamanho_modelagem
