texto,label_true,intent_raw,conf,gap,intent_pred
"oi ana a marcia fonseca esta em contato com vc, ne? vamos conversar sim, a fernanda tem mto interesse",disponibilidade,nao_entendi,0.7758302743781985,0.6961008560624784,nao_entendi
Bia! Será que a tshirt Angela Motta branca com uma manga bafônica vai ter amanhã? Preciso dela,disponibilidade,disponibilidade_estoque,0.49406121889744053,0.14906334325984216,outros
"A jaqueta branca. Uma pena eu não conseguir comprar por problemas técnicos, uma experiência de consumidor mto ruim",disponibilidade,formas_pagamento,0.4845753906891652,0.2604641816147508,outros
"Oiee tudo bem? Amei a bota, tem curadoria dela? Bjos",disponibilidade,agradecimento,0.4727076638662594,0.1139475792078849,outros
eu amei a blusa branca tcharam 🥰,disponibilidade,agradecimento,0.4668627405558072,0.18391747905424727,outros
Em março eu vou produzir reposição e cores novas de tudo,disponibilidade,disponibilidade_estoque,0.4627733560020216,0.2958871679365468,outros
em março eu vou produzir reposição e cores novas de tudo,disponibilidade,disponibilidade_estoque,0.45260441913657856,0.29334487316921876,outros
"Oi pessoal! Tudo bem? Acredito que essa calça tenha esgotado, certo? Vai ter reposição dela? Aguardo retorno! Obrigada, Milene",disponibilidade,disponibilidade_estoque,0.4173681442641806,0.057975743145612824,outros
bia! será que a tshirt angela motta branca com uma manga bafônica vai ter amanhã? preciso dela,disponibilidade,saudacao,0.41137847845622677,0.03336118551261502,outros
Volta pro estoque?,disponibilidade,agradecimento,0.38520202920657903,0.13020970541706028,outros
eu comprei a calça pantalona branca no dia 13/08,disponibilidade,nao_entendi,0.35805577648718445,0.135023235915227,outros
"olá! primeiramente quero dizer que a curadobia está fantástica! vi que vários produtos estão indisponíveis no site, como a blusa pah e phyna por exemplo tem alguma previsão de retorno ao estoque?",disponibilidade,formas_pagamento,0.34541119682074,0.1996178462886491,outros
volta pro estoque?,disponibilidade,disponibilidade_estoque,0.3372259534580289,0.058810206224107375,outros
Eu comprei a calça pantalona branca no dia 13/08,disponibilidade,nao_entendi,0.29080400591881617,0.099914900158809,outros
"Oi Time da Curadobia tudo bem? Sou Joana, sigo o perfil e amo! Tem uma calça que vi numa propaganda, que me apaixonei, mas não encontrei no site. Queria saber de onde ela é, por favor. Se puderem, vocês me contam? Super obrigada! Bj",disponibilidade,saudacao,0.9507801400377108,0.9273680041563025,saudacao
"Ola Bia sou a Daniela e gostaria de apresentar minha marca pra vc, a Queens Gate. Minha sócia e eu já te acompanhamos tem um bom tempo e somos muito fãs! A sua curadoria com seus ""neutros com tcharanz"" reforçou a vontade de apresentar o conceito da nossa marca pra vc. Vamos completar 1 ano em agosto e adoraríamos um bate papo com vc pra contar nossa história e nossos planos. Moro em Londres e minha sócia em SP e vou deixar meu WhatsApp pessoal por conta do fuso aqui e mando o link do nosso insta pra vc dar uma olhadinha 😉 Obrigada ! +1(917)868-9790",disponibilidade,saudacao,0.9013970514129402,0.8527514288437978,saudacao
"oiii! tudo bem? me chamo caroline sou formada em marketing e trabalho como social media tem um tempinho, estou a procura de uma nova oportunidade no mercado de trabalho. gostaria de saber se tem um espacinho no time de vocês, vou deixar o meu número, e-mail e portfólio. caso queria marcar uma call para falarmos mais estou por aqui. cel: (11) 94443-8896 e-mail: cspereiramkt@gmail.com portfólio: https://cspereira.my.canva.site/ obrigada desde já 💖",disponibilidade,saudacao,0.8668301205423419,0.8096698388602737,saudacao
"Oiii! Tudo bem? Me chamo Caroline sou formada em Marketing e trabalho como Social Media tem um tempinho, estou a procura de uma nova oportunidade no mercado de trabalho. Gostaria de saber se tem um espacinho no time de vocês, vou deixar o meu número, e-mail e portfólio. Caso queria marcar uma call para falarmos mais estou por aqui. Cel: (11) 94443-8896 E-mail: cspereiramkt@gmail.com Portfólio: https://cspereira.my.canva.site/ Obrigada desde já 💖",disponibilidade,saudacao,0.8331171454601396,0.7465492682746976,saudacao
"ola bia sou a daniela e gostaria de apresentar minha marca pra vc, a queens gate. minha sócia e eu já te acompanhamos tem um bom tempo e somos muito fãs! a sua curadoria com seus ""neutros com tcharanz"" reforçou a vontade de apresentar o conceito da nossa marca pra vc. vamos completar 1 ano em agosto e adoraríamos um bate papo com vc pra contar nossa história e nossos planos. moro em londres e minha sócia em sp e vou deixar meu whatsapp pessoal por conta do fuso aqui e mando o link do nosso insta pra vc dar uma olhadinha 😉 obrigada ! +1(917)868-9790",disponibilidade,saudacao,0.8324489903204485,0.7381966340548536,saudacao
"bom dia! sou a gianina marques, mineira, mãe e autora de joias artesanais. gostaria de deixar meu insta para vcs conhecerem minhas joias feita com carinho e totalmente exclusiva. aguardo o retorno de vcs q tem tanto conhecimento na área. desde já obrigada! @gianinamarques",disponibilidade,saudacao,0.8006317167781453,0.6232556522828812,saudacao
"Bom dia! Sou a Gianina Marques, mineira, mãe e autora de joias artesanais. Gostaria de deixar meu insta para vcs conhecerem minhas joias feita com carinho e totalmente exclusiva. Aguardo o retorno de vcs q tem tanto conhecimento na área. Desde já obrigada! @gianinamarques",disponibilidade,saudacao,0.7966472151024728,0.6174682543226484,saudacao
"oiii boa tarde , me chamo talita e sou figurinista na emissora cnbc @cnbc licenciada pela @otimesbrasil , uma emissora nova que transmite jornalismo de negócios e é lider mundial no seu segmento. temos no nosso elenco grandes nomes do jornalismo incluido carol barcellos , rita wu, erica reis , christiane pelajo , zeca camargo, natalia ariade estou apenas dando um exemplo do time de peso que faz parte da emissora. as meninas são a cara da marca, elas postam , marcam o @, tem o manequim otimo e sao mega fotogênicas. podemos alinhar a produção , me ajudem rs vai ser uma parceria incrivel ! um beijo e aguardo retorno",disponibilidade,saudacao,0.7532595820944076,0.6238185749337889,saudacao
"Oiii boa tarde , Me chamo Talita e sou figurinista na emissora CNBC @cnbc licenciada pela @otimesbrasil , uma emissora nova que transmite jornalismo de negócios e é lider mundial no seu segmento. Temos no nosso elenco grandes nomes do jornalismo incluido Carol Barcellos , Rita Wu, Erica Reis , Christiane Pelajo , Zeca Camargo, Natalia Ariade estou apenas dando um exemplo do time de peso que faz parte da emissora. As meninas são a cara da marca, elas postam , marcam o @, tem o manequim otimo e sao mega fotogênicas. Podemos alinhar a produção , me ajudem rs vai ser uma parceria incrivel ! um beijo e aguardo retorno",disponibilidade,saudacao,0.7438109596149861,0.5890943219120683,saudacao
"boa tarde, pessoal! tudo bem? estava namorando um macacão verde no site da marca d-aura, porém não localizei mais 😕. saiu de coleção? não terá reposição? aguardo. obrigada milene",disponibilidade,saudacao,0.7184555078051387,0.5949441974922911,saudacao
"Bom dia! Gostaria de adquirir essa calça, mas não está mais disponível. Podem me ajudar? Obrigada",disponibilidade,saudacao,0.6195511617986027,0.36500122816444835,saudacao
"Oi Ana a Marcia Fonseca esta em contato com vc, ne? Vamos conversar sim, a Fernanda tem mto interesse",disponibilidade,saudacao,0.5944843404345601,0.3960036460014059,saudacao
"oi time da curadobia tudo bem? sou joana, sigo o perfil e amo! tem uma calça que vi numa propaganda, que me apaixonei, mas não encontrei no site. queria saber de onde ela é, por favor. se puderem, vocês me contam? super obrigada! bj",disponibilidade,saudacao,0.5937738892335167,0.3483240896570437,saudacao
"bom dia! gostaria de adquirir essa calça, mas não está mais disponível. podem me ajudar? obrigada",disponibilidade,saudacao,0.5608806869951761,0.23635175734808594,saudacao
"Boa tarde, pessoal! Tudo bem? Estava namorando um macacão verde no site da marca D-aura, porém não localizei mais 😕. Saiu de coleção? Não terá reposição? Aguardo. Obrigada Milene",disponibilidade,saudacao,0.5594683241536095,0.3925764925469604,saudacao
essa gladiadora!! qual o número? tem 37??,disponibilidade,tamanho_modelagem,0.8342790436149145,0.7057923988117012,tamanho_modelagem
Essa gladiadora!! Qual o número? Tem 37??,disponibilidade,tamanho_modelagem,0.6858408073731763,0.4389527463268067,tamanho_modelagem
"não gosto de nada apertado, mas essa blusa tem um shane mais ajustado. daí fiquei na dúvida.",disponibilidade,tamanho_modelagem,0.6634435052244118,0.5163039400056357,tamanho_modelagem
"Não gosto de nada apertado, mas essa blusa tem um Shane mais ajustado. Daí fiquei na dúvida.",disponibilidade,tamanho_modelagem,0.5899871493073495,0.43097497543591967,tamanho_modelagem
"Muito obrigada, legal que sou do mesmo tamanho que ela!",duvida_tamanho,agradecimento,0.96956024535468,0.9398276960495708,agradecimento
"muito obrigada, legal que sou do mesmo tamanho que ela!",duvida_tamanho,agradecimento,0.9543298431642178,0.909562920960977,agradecimento
"oi, pessoal. tudo bem? estou com dúvida sobre numeração de uma peça de vocês. aguardo retorno, obrigada! milene",duvida_tamanho,agradecimento,0.6515365215346888,0.4315269409434177,agradecimento
"Oi, pessoal. Tudo bem? Estou com dúvida sobre numeração de uma peça de vocês. Aguardo retorno, obrigada! Milene",duvida_tamanho,agradecimento,0.5139740431494992,0.13962482884575417,agradecimento
A calça ficou sobrando muito atrás.,duvida_tamanho,disponibilidade_estoque,0.9399251555653677,0.9037100839001013,disponibilidade_estoque
a calça ficou sobrando muito atrás.,duvida_tamanho,disponibilidade_estoque,0.9281534777887571,0.8856771159905867,disponibilidade_estoque
Oii comprei a bico fino. O dedo fica um pouquinho de lado pra fora né? Mas super confortável,duvida_tamanho,nao_entendi,0.7294900913829133,0.6263436706060369,nao_entendi
"as duas camisas, o body, a calça e o colar. eu visto p.",duvida_tamanho,nao_entendi,0.6080674015924987,0.33848410802320095,nao_entendi
a regata arrumadona m,duvida_tamanho,nao_entendi,0.5663083365476003,0.3316041616211094,nao_entendi
Não tenho nada da Paula Ferber. A numeração é normal a forma?,duvida_tamanho,nao_entendi,0.5326308689299517,0.16481020580760947,nao_entendi
p,duvida_tamanho,agradecimento,0.49736796619607454,0.15043932610535737,outros
vou checar as minhas medidas e volto com vcs,duvida_tamanho,agradecimento,0.48847562934103234,0.3209421587775525,outros
M,duvida_tamanho,tamanho_modelagem,0.4785482578038787,0.20915222977336556,outros
"As duas camisas, o body, a calça e o colar. Eu visto P.",duvida_tamanho,nao_entendi,0.4687742356402738,0.08723886476347087,outros
Vou checar as minhas medidas e volto com Vcs,duvida_tamanho,agradecimento,0.4652456742494264,0.3622413129536368,outros
P,duvida_tamanho,tamanho_modelagem,0.45983313822768557,0.03213533896521853,outros
oii comprei a bico fino. o dedo fica um pouquinho de lado pra fora né? mas super confortável,duvida_tamanho,agradecimento,0.42168048299018285,0.049584609778537125,outros
"Bia, Tudo bem? Tenho uma festa bem legal e o traje é black and white. Pensei na blusa Pah, mas queria saber se o tecido fica vistoso e se você recomenda alguma calça mais festa para combinar. Beijos Julie",duvida_tamanho,tamanho_modelagem,0.41223250454778054,0.23326079835932864,outros
m,duvida_tamanho,tamanho_modelagem,0.3978358642394593,0.09672791406038511,outros
"como uma crítica construtiva, vcs deveriam mandar um e-mail para confirmar o pedido. compro bastante on-line e sempre vem o e-mail do status do pedido!! o cliente fica mais seguro da compra.",duvida_tamanho,nao_entendi,0.3967928941850355,0.1159079790385304,outros
"Como uma crítica construtiva, vcs deveriam mandar um e-mail para confirmar o pedido. Compro bastante on-line e sempre vem o e-mail do status do pedido!! O cliente fica mais seguro da compra.",duvida_tamanho,formas_pagamento,0.3697074895415152,0.08965607702016704,outros
"bia, tudo bem? tenho uma festa bem legal e o traje é black and white. pensei na blusa pah, mas queria saber se o tecido fica vistoso e se você recomenda alguma calça mais festa para combinar. beijos julie",duvida_tamanho,tamanho_modelagem,0.3323990637938256,0.11795547288342376,outros
"olá, eu encontro as medidas no site?",duvida_tamanho,saudacao,0.929137758306777,0.9103289472037611,saudacao
"Olá, eu encontro as medidas no site?",duvida_tamanho,saudacao,0.8949181015670967,0.8495465138942578,saudacao
qual tamanho?,duvida_tamanho,tamanho_modelagem,0.9999998798770466,0.9999998173575788,tamanho_modelagem
Qual tamanho?,duvida_tamanho,tamanho_modelagem,0.9999998699494368,0.9999998005800855,tamanho_modelagem
"estou com duvidas sobre o tamanho da saia unica, visto 42 , mas as medidas no quadro de tamanhos parecem grandes, mas existe a informação de que o tamanho 1 corresponde ao 36….",duvida_tamanho,tamanho_modelagem,0.9999952112971936,0.9999926974187353,tamanho_modelagem
"Estou com duvidas sobre o tamanho da saia Unica, visto 42 , mas as medidas no quadro de tamanhos parecem grandes, mas existe a informação de que o tamanho 1 corresponde ao 36….",duvida_tamanho,tamanho_modelagem,0.9999863138428715,0.9999811840714968,tamanho_modelagem
36 ou 38,duvida_tamanho,tamanho_modelagem,0.9999685120751318,0.9999543432170453,tamanho_modelagem
36 ou 38,duvida_tamanho,tamanho_modelagem,0.9999685120751318,0.9999543432170453,tamanho_modelagem
Gostaria de saber o tamanho da cintura dessa calça no tamanho M,duvida_tamanho,tamanho_modelagem,0.9999414325146626,0.9999135823254968,tamanho_modelagem
Porém na dúvida do melhor tamanho,duvida_tamanho,tamanho_modelagem,0.9999098716578452,0.9998807602144459,tamanho_modelagem
gostaria de saber qual a altura e medidas da bia pra entender melhor o tamanho de referência.,duvida_tamanho,tamanho_modelagem,0.9998809992905522,0.9998296426078186,tamanho_modelagem
Gostaria de saber qual a altura e medidas da Bia pra entender melhor o tamanho de referência.,duvida_tamanho,tamanho_modelagem,0.9998794670921114,0.9998336017095861,tamanho_modelagem
"Bom dia. Estou interessada na blusa PAH, mas estou em dúvida quanto ao tamanho. Minhas medidas: busto 92 cm e cintura 75 cm.",duvida_tamanho,tamanho_modelagem,0.9998364349018781,0.9997773188201974,tamanho_modelagem
gostaria de saber o tamanho da cintura dessa calça no tamanho m,duvida_tamanho,tamanho_modelagem,0.999826490928817,0.9997564516843966,tamanho_modelagem
"bom dia. estou interessada na blusa pah, mas estou em dúvida quanto ao tamanho. minhas medidas: busto 92 cm e cintura 75 cm.",duvida_tamanho,tamanho_modelagem,0.9998059329464581,0.9997356558835033,tamanho_modelagem
Já tentei três vezes. Será que pode ser o tamanho?,duvida_tamanho,tamanho_modelagem,0.9996389618452484,0.9993888149353435,tamanho_modelagem
"E em outras , 42",duvida_tamanho,tamanho_modelagem,0.9996131872648173,0.9994260269841113,tamanho_modelagem
porém na dúvida do melhor tamanho,duvida_tamanho,tamanho_modelagem,0.9995474122586848,0.9994342738014812,tamanho_modelagem
já tentei três vezes. será que pode ser o tamanho?,duvida_tamanho,tamanho_modelagem,0.9994093579107947,0.9990635122898578,tamanho_modelagem
"e em outras , 42",duvida_tamanho,tamanho_modelagem,0.9993976740500812,0.9991049421466709,tamanho_modelagem
Olá! Como tirar dúvidas de tamanho da peça?,duvida_tamanho,tamanho_modelagem,0.9987761355123729,0.9983459679234644,tamanho_modelagem
"pois sou , em algumas marcas , 44",duvida_tamanho,tamanho_modelagem,0.9979389748898674,0.9973403148670306,tamanho_modelagem
"Pois sou , em algumas marcas , 44",duvida_tamanho,tamanho_modelagem,0.9974819316057922,0.9965429521871202,tamanho_modelagem
Teria as medidas do 42,duvida_tamanho,tamanho_modelagem,0.9973405890512335,0.9964430207185662,tamanho_modelagem
"fui olhar para comprar o tamanho 1 dessa calça, porém a largura da cintura e do quadril eh a mesma - 98",duvida_tamanho,tamanho_modelagem,0.9971938907722567,0.9947145943543388,tamanho_modelagem
olá! como tirar dúvidas de tamanho da peça?,duvida_tamanho,tamanho_modelagem,0.9970833573892504,0.9961923826049638,tamanho_modelagem
"Fui olhar para comprar o tamanho 1 dessa calça, porém a largura da cintura e do quadril eh a mesma - 98",duvida_tamanho,tamanho_modelagem,0.9966841086146073,0.9936827104736062,tamanho_modelagem
teria as medidas do 42,duvida_tamanho,tamanho_modelagem,0.9964674483534742,0.995250452024622,tamanho_modelagem
Eu costumo usar P ou PP se a confecção é grande,duvida_tamanho,tamanho_modelagem,0.9960508039574287,0.9930546489605229,tamanho_modelagem
gostaria a camisa branca tamanho m. é possível?,duvida_tamanho,tamanho_modelagem,0.9957785761934143,0.9938577214748018,tamanho_modelagem
"olá vcs tem uma tabela de medidas para essa calça , amei e gostaria de escolher o tamanho certo visto 40 e tenho 1.05 de quadril , então não tenho certeza do p ou m poderiam me ajudar ? no aguardo grata adriana baggio",duvida_tamanho,tamanho_modelagem,0.9954754391297883,0.9932984583612584,tamanho_modelagem
"Olá! Bom dia! Roupas lindas aqui! Mas não encontrei muitas opções de tamanhos maiores. É isso mesmo? Tenho uma cliente que se enquadraria perfeita nesse estilo mais contemporâneo, mas é um tamanho G, GG. 44/46. Poderiam me sugerir algumas opções?",duvida_tamanho,tamanho_modelagem,0.9947223844900998,0.9916309881275992,tamanho_modelagem
eu costumo usar p ou pp se a confecção é grande,duvida_tamanho,tamanho_modelagem,0.9940022599184152,0.9908132878933007,tamanho_modelagem
"Olá vcs tem uma tabela de medidas para essa calça , amei e gostaria de escolher o tamanho certo visto 40 e tenho 1.05 de quadril , então não tenho certeza do p ou m Poderiam me ajudar ? No aguardo Grata Adriana Baggio",duvida_tamanho,tamanho_modelagem,0.9915698435007516,0.9882467645972588,tamanho_modelagem
não tenho nada da paula ferber. a numeração é normal a forma?,duvida_tamanho,tamanho_modelagem,0.9906043864605815,0.9884424579757636,tamanho_modelagem
"olá! bom dia! roupas lindas aqui! mas não encontrei muitas opções de tamanhos maiores. é isso mesmo? tenho uma cliente que se enquadraria perfeita nesse estilo mais contemporâneo, mas é um tamanho g, gg. 44/46. poderiam me sugerir algumas opções?",duvida_tamanho,tamanho_modelagem,0.9905813874830904,0.9842265573178092,tamanho_modelagem
gosto da calça assim mais curta! visto entre 38-40 (quadril 95),duvida_tamanho,tamanho_modelagem,0.9868610853869128,0.9809693433217072,tamanho_modelagem
Gosto da calça assim mais curta! Visto entre 38-40 (quadril 95),duvida_tamanho,tamanho_modelagem,0.9797242465817287,0.9678640196338898,tamanho_modelagem
"visto g, qual tamanho seria? quais cores tem? tem a calça tb?",duvida_tamanho,tamanho_modelagem,0.9757530985442358,0.9665123720963054,tamanho_modelagem
Gostaria a camisa branca tamanho M. É possível?,duvida_tamanho,tamanho_modelagem,0.974060085587886,0.963461118100232,tamanho_modelagem
"olá!! bom dia!! sou muito fã da bia, mas nunca comprei no curadoria. uma dúvida: como faço para escolher um tamanho com mais segurança? tem uma tabela de medidas para servir de referência? obrigada",duvida_tamanho,tamanho_modelagem,0.9670544552075288,0.9483681576178655,tamanho_modelagem
ficou enorme,duvida_tamanho,tamanho_modelagem,0.966311415771692,0.9528000857896994,tamanho_modelagem
"Visto G, qual tamanho seria? Quais cores tem? Tem a calça tb?",duvida_tamanho,tamanho_modelagem,0.9662842760054551,0.9516731780310305,tamanho_modelagem
Não tem mais numeração 37,duvida_tamanho,tamanho_modelagem,0.9612842188626413,0.9442231900736827,tamanho_modelagem
não tem mais numeração 37,duvida_tamanho,tamanho_modelagem,0.9579785053982834,0.9401821909462975,tamanho_modelagem
Nao sei se ficaria legal p quem esta um.pouco acima do peso,duvida_tamanho,tamanho_modelagem,0.9421876766462761,0.9007904810446163,tamanho_modelagem
nao sei se ficaria legal p quem esta um.pouco acima do peso,duvida_tamanho,tamanho_modelagem,0.9405626147480999,0.8990928354247831,tamanho_modelagem
"oi bia, tudo bem? adorei a @curadabia, (o nome ficou demais), e claro ja fui olhar as peças! não localizei tabela de medidas! porem, pelo tamanho das peças que vc veste o g provavelmente não vai caber em mim! uso 46/48, a depender da confecção! pense com carinho em fazer uma curadoria para tamanhos normais! desejo muito sucesso nessa nova empreitada! que deus te abençoe! bjos!",duvida_tamanho,tamanho_modelagem,0.919557546046273,0.8966044264860934,tamanho_modelagem
"bom dia gostei muito de uma calça mais gostaria de ter informações dos tamanhos , se te tabela de medidas , como faço para saber , poderiam me ajudar ? no aguardo grata adriana baggio",duvida_tamanho,tamanho_modelagem,0.9167268369890513,0.8818872961992608,tamanho_modelagem
"Oi Bia, tudo bem? Adorei a @curadabia, (o nome ficou demais), e claro ja fui olhar as peças! Não localizei tabela de medidas! Porem, pelo tamanho das peças que vc veste o G provavelmente não vai caber em mim! Uso 46/48, a depender da confecção! Pense com carinho em fazer uma curadoria para tamanhos normais! Desejo muito sucesso nessa nova empreitada! Que Deus te abençoe! Bjos!",duvida_tamanho,tamanho_modelagem,0.9137335086505969,0.8791673005796778,tamanho_modelagem
"Olá!! Bom dia!! Sou muito fã da Bia, mas nunca comprei no Curadoria. Uma dúvida: como faço para escolher um tamanho com mais segurança? Tem uma tabela de medidas para servir de referência? Obrigada",duvida_tamanho,tamanho_modelagem,0.8985513834682534,0.8342571551304366,tamanho_modelagem
Ficou enorme,duvida_tamanho,tamanho_modelagem,0.8945706427458875,0.8526883098385121,tamanho_modelagem
Essa sandália calça certo ?Calço 36 .Será que preciso comprar 37 ?,duvida_tamanho,tamanho_modelagem,0.8411059554043583,0.7170072174060051,tamanho_modelagem
essa sandália calça certo ?calço 36 .será que preciso comprar 37 ?,duvida_tamanho,tamanho_modelagem,0.8353784158067383,0.701799938764042,tamanho_modelagem
"Por favor , me interessei por este macacão . Quais tamanhos e como comprar ?",duvida_tamanho,tamanho_modelagem,0.8325025034358418,0.7544135929397651,tamanho_modelagem
"Bom Dia Gostei muito de uma calça mais gostaria de ter informações dos tamanhos , se te tabela de medidas , Como faço para saber , poderiam me Ajudar ? No aguardo Grata Adriana Baggio",duvida_tamanho,tamanho_modelagem,0.8323786491341033,0.7603468004517132,tamanho_modelagem
Boa noite ! Haverá reposição da saia única preta no tamanho 1 ?,duvida_tamanho,tamanho_modelagem,0.7972999264060869,0.73878544527371,tamanho_modelagem
"por favor , me interessei por este macacão . quais tamanhos e como comprar ?",duvida_tamanho,tamanho_modelagem,0.766363804874215,0.6635667848157059,tamanho_modelagem
boa noite ! haverá reposição da saia única preta no tamanho 1 ?,duvida_tamanho,tamanho_modelagem,0.6970125989272187,0.6027665917735852,tamanho_modelagem
e quadril ?,duvida_tamanho,tamanho_modelagem,0.6814632048491396,0.46892881797025354,tamanho_modelagem
A regata arrumadona M,duvida_tamanho,tamanho_modelagem,0.6629280228484428,0.4380408136089571,tamanho_modelagem
E quadril ?,duvida_tamanho,tamanho_modelagem,0.6436903334856843,0.41308115532716716,tamanho_modelagem
parabéns!!! excelente ideia!!! vim pelo insta da glória kalil 😍 - torcendo por mais um sucesso!,onde_comprar,agradecimento,0.9063140732208352,0.8227002209327116,agradecimento
